StockholdersEquityNoteSpinoffConversionRatio: 0.3333
DebtInstrumentBasisSpreadOnVariableRate1: 0.005
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 4,615
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents: 2,078
PrepaidExpenseAndOtherAssetsCurrent: 1,739
PrepaidExpenseAndOtherAssetsCurrent: 1,552
AssetsCurrent: 12,756
AssetsCurrent: 9,497
OtherAssetsNoncurrent: 4,209
OtherAssetsNoncurrent: 3,990
IntangibleAssetsNetExcludingGoodwill: 17,817
IntangibleAssetsNetExcludingGoodwill: 18,568
Assets: 83,464
Assets: 77,542
DebtCurrent: 2
DebtCurrent: 505
AccruedLiabilitiesCurrent: 4,961
AccruedLiabilitiesCurrent: 4,540
LiabilitiesCurrent: 6,807
LiabilitiesCurrent: 6,798
OtherLiabilitiesNoncurrent: 5,700
OtherLiabilitiesNoncurrent: 5,694
LongTermDebtNoncurrent: 18,416
LongTermDebtNoncurrent: 15,500
RetainedEarningsAccumulatedDeficit: 46,891
RetainedEarningsAccumulatedDeficit: 44,188
AccumulatedOtherComprehensiveIncomeLossNetOfTax: 207
AccumulatedOtherComprehensiveIncomeLossNetOfTax: 3,218
StockholdersEquity: 52,534
StockholdersEquity: 49,543
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 52,541
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest: 49,550
LiabilitiesAndStockholdersEquity: 83,464
LiabilitiesAndStockholdersEquity: 77,542
RevenueFromContractWithCustomerExcludingAssessedTax: 24,568
RevenueFromContractWithCustomerExcludingAssessedTax: 23,875
RevenueFromContractWithCustomerExcludingAssessedTax: 23,890
OperatingIncomeLoss: 4,690
OperatingIncomeLoss: 4,863
OperatingIncomeLoss: 5,202
OtherNonoperatingIncomeExpense: 222
OtherNonoperatingIncomeExpense: 56
OtherNonoperatingIncomeExpense: 175
InvestmentIncomeInterest: 30
InvestmentIncomeInterest: 117
InvestmentIncomeInterest: 303
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 4,233
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 4,646
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest: 5,044
IncomeTaxExpenseBenefit: 633
IncomeTaxExpenseBenefit: 747
IncomeTaxExpenseBenefit: 823
IncomeLossFromContinuingOperations: 3,600
IncomeLossFromContinuingOperations: 3,899
IncomeLossFromContinuingOperations: 4,221
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity: 14
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity: &#8212;
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity: 543
NetIncomeLoss: 3,614
NetIncomeLoss: 3,899
NetIncomeLoss: 4,764
PreferredStockDividendsIncomeStatementImpact: &#8212;
PreferredStockDividendsIncomeStatementImpact: &#8212;
PreferredStockDividendsIncomeStatementImpact: 21
NetIncomeLossAvailableToCommonStockholdersBasic: 3,614
NetIncomeLossAvailableToCommonStockholdersBasic: 3,899
NetIncomeLossAvailableToCommonStockholdersBasic: 4,743
IncomeLossFromContinuingOperationsPerBasicShare: 5.05
IncomeLossFromContinuingOperationsPerBasicShare: 5.33
IncomeLossFromContinuingOperationsPerBasicShare: 5.70
IncomeLossFromContinuingOperationsPerDilutedShare: 5.03
IncomeLossFromContinuingOperationsPerDilutedShare: 5.29
IncomeLossFromContinuingOperationsPerDilutedShare: 5.65
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare: 0.02
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare: &#8212;
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare: 0.74
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare: 0.02
