path,filename,date,type,bytes
.onboard_status.json,.onboard_status.json,2026-07-22,json,225
investor-documents/DOWNLOAD_MANIFEST.json,DOWNLOAD_MANIFEST.json,2026-07-25,json,20325
investor-documents/sec-edgar/10-K-A_20200213_rpt20191231_acc0000318154_20_000019.htm,10-K-A_20200213_rpt20191231_acc0000318154_20_000019.htm,2026-07-22,htm,58938
investor-documents/sec-edgar/10-K_20220216_rpt20211231_acc0000318154_22_000010.htm,10-K_20220216_rpt20211231_acc0000318154_22_000010.htm,2026-07-22,htm,4325359
investor-documents/sec-edgar/10-K_20230209_rpt20221231_acc0000318154_23_000017.htm,10-K_20230209_rpt20221231_acc0000318154_23_000017.htm,2026-07-22,htm,4409598
investor-documents/sec-edgar/10-K_20240214_rpt20231231_acc0000318154_24_000011.htm,10-K_20240214_rpt20231231_acc0000318154_24_000011.htm,2026-07-22,htm,3754959
investor-documents/sec-edgar/10-K_20250214_rpt20241231_acc0000318154_25_000010.htm,10-K_20250214_rpt20241231_acc0000318154_25_000010.htm,2026-07-22,htm,3755396
investor-documents/sec-edgar/10-K_20260213_rpt20251231_acc0000318154_26_000010.htm,10-K_20260213_rpt20251231_acc0000318154_26_000010.htm,2026-07-22,htm,3761132
investor-documents/sec-edgar/10-Q_20211103_rpt20210930_acc0000318154_21_000045.htm,10-Q_20211103_rpt20210930_acc0000318154_21_000045.htm,2026-07-22,htm,2615755
investor-documents/sec-edgar/10-Q_20220428_rpt20220331_acc0000318154_22_000021.htm,10-Q_20220428_rpt20220331_acc0000318154_22_000021.htm,2026-07-22,htm,2091403
investor-documents/sec-edgar/10-Q_20220805_rpt20220630_acc0000318154_22_000041.htm,10-Q_20220805_rpt20220630_acc0000318154_22_000041.htm,2026-07-22,htm,2621908
investor-documents/sec-edgar/10-Q_20221104_rpt20220930_acc0000318154_22_000055.htm,10-Q_20221104_rpt20220930_acc0000318154_22_000055.htm,2026-07-22,htm,2783909
investor-documents/sec-edgar/10-Q_20230428_rpt20230331_acc0000318154_23_000029.htm,10-Q_20230428_rpt20230331_acc0000318154_23_000029.htm,2026-07-22,htm,2167293
investor-documents/sec-edgar/10-Q_20230804_rpt20230630_acc0000318154_23_000053.htm,10-Q_20230804_rpt20230630_acc0000318154_23_000053.htm,2026-07-22,htm,2189878
investor-documents/sec-edgar/10-Q_20231031_rpt20230930_acc0000318154_23_000064.htm,10-Q_20231031_rpt20230930_acc0000318154_23_000064.htm,2026-07-22,htm,2288407
investor-documents/sec-edgar/10-Q_20240503_rpt20240331_acc0000318154_24_000020.htm,10-Q_20240503_rpt20240331_acc0000318154_24_000020.htm,2026-07-22,htm,1805737
investor-documents/sec-edgar/10-Q_20240807_rpt20240630_acc0000318154_24_000035.htm,10-Q_20240807_rpt20240630_acc0000318154_24_000035.htm,2026-07-22,htm,2284724
investor-documents/sec-edgar/10-Q_20241031_rpt20240930_acc0000318154_24_000044.htm,10-Q_20241031_rpt20240930_acc0000318154_24_000044.htm,2026-07-22,htm,2337925
investor-documents/sec-edgar/10-Q_20250502_rpt20250331_acc0000318154_25_000020.htm,10-Q_20250502_rpt20250331_acc0000318154_25_000020.htm,2026-07-22,htm,1842029
investor-documents/sec-edgar/10-Q_20250806_rpt20250630_acc0000318154_25_000056.htm,10-Q_20250806_rpt20250630_acc0000318154_25_000056.htm,2026-07-22,htm,2392200
investor-documents/sec-edgar/10-Q_20251105_rpt20250930_acc0000318154_25_000072.htm,10-Q_20251105_rpt20250930_acc0000318154_25_000072.htm,2026-07-22,htm,2361901
investor-documents/sec-edgar/10-Q_20260501_rpt20260331_acc0000318154_26_000057.htm,10-Q_20260501_rpt20260331_acc0000318154_26_000057.htm,2026-07-22,htm,1921822
investor-documents/sec-edgar/8-K_20230804_rpt20230801_acc0001193125_23_203033.htm,8-K_20230804_rpt20230801_acc0001193125_23_203033.htm,2026-07-22,htm,25487
investor-documents/sec-edgar/8-K_20230901_rpt20230901_acc0001193125_23_227040.htm,8-K_20230901_rpt20230901_acc0001193125_23_227040.htm,2026-07-22,htm,29189
investor-documents/sec-edgar/8-K_20230905_rpt20230901_acc0001193125_23_228161.htm,8-K_20230905_rpt20230901_acc0001193125_23_228161.htm,2026-07-22,htm,27518
investor-documents/sec-edgar/8-K_20230912_rpt20230911_acc0001193125_23_233011.htm,8-K_20230912_rpt20230911_acc0001193125_23_233011.htm,2026-07-22,htm,25728
investor-documents/sec-edgar/8-K_20231005_rpt20231005_acc0001193125_23_251090.htm,8-K_20231005_rpt20231005_acc0001193125_23_251090.htm,2026-07-22,htm,25991
investor-documents/sec-edgar/8-K_20231006_rpt20231006_acc0001193125_23_252361.htm,8-K_20231006_rpt20231006_acc0001193125_23_252361.htm,2026-07-22,htm,39771
