"Category","Subfolder","File","SizeKB","Modified"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_2QFY13_e.pdf","911.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_2QFY14_e.pdf","723.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_2QFY15_e.pdf","713.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_2QFY16_e.pdf","250.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_2QFY17_e.pdf","237.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_2QFY18_e.pdf","181.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_3QFY12_e.pdf","1031.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_3QFY13_e.pdf","698","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_3QFY14_e.pdf","725.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_3QFY15_e.pdf","806.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_3QFY16_e.pdf","271.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_3QFY17_e.pdf","176.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_4QFY12_e.pdf","1079.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_4QFY13_e.pdf","1015.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_4QFY14_e.pdf","1259.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_4QFY15_e.pdf","244.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_4QFY16_e.pdf","407","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","ER_JPX_4QFY17_e.pdf","232.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2019.pdf","183.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2020.pdf","200.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2021.pdf","182.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2022.pdf","198.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2023.pdf","169.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2024.pdf","170.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q1FY2025.pdf","174.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q2FY2023.pdf","169.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q2FY2024.pdf","175.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q2FY2025.pdf","178.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q3FY2023.pdf","169.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q3FY2024.pdf","172","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q3FY2025.pdf","176.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q4FY2018.pdf","211.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q4FY2019.pdf","252","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q4FY2020.pdf","232.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q4FY2023.pdf","187.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q4FY2024.pdf","217","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_JPX_Q4FY2025.pdf","216.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q2FY2019.pdf","184.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q2FY2020.pdf","202.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q2FY2021.pdf","172.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q2FY2022.pdf","203.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q3FY2019.pdf","188.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q3FY2020.pdf","199.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q3FY2021.pdf","171.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q3FY2022.pdf","204.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q4FY2021.pdf","233.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","E_ER_Q4FY2022.pdf","238.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h21_1q_financial_results_tse.pdf","72.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h21_2q_financial_results_tse.pdf","71","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h21_3q_financial_results_tse.pdf","75","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h21_fy_financial_results_tse.pdf","129.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h22_1q_financial_results_tse.pdf","289.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h22_2q_financial_results_tse.pdf","280.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h22_3q_financial_results_tse.pdf","210.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h22_fy_financial_results_tse.pdf","222.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h23_1q_financial_results_tse.pdf","201.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h23_2q_financial_results_tse.pdf","39.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h23_3q_financial_results_tse.pdf","39.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h23_fy_financial_results_tse.pdf","284.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h24_1q_financial_results_tse.pdf","252.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h24_2q_financial_results_tse.pdf","328","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h24_3q_financial_results_tse.pdf","265.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h24_fy_financial_results_tse.pdf","869.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h25_1q_financial_results_tse.pdf","484.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Earnings_Releases","h25_2q_financial_results_tse.pdf","343.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_1QFY13_e.pdf","1604.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_1QFY14_e.pdf","2119.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_1QFY15_e.pdf","1282.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_1QFY16_e.pdf","1213","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_1QFY17_e.pdf","1464.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_1QFY18_e.pdf","1511.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_2QFY13_e.pdf","1866.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_2QFY14_e.pdf","2440.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_2QFY15_e.pdf","904.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_2QFY16_e.pdf","918.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_2QFY17_e.pdf","1207.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_2QFY18_e.pdf","1700.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_3QFY12_e.pdf","1447.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_3QFY13_e.pdf","1382.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_3QFY14_e.pdf","1260.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_3QFY15_e.pdf","1015.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_3QFY16_e.pdf","1104.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_3QFY17_e.pdf","1109.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_4QFY12_e.pdf","917.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_4QFY13_e.pdf","1695.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_4QFY14_e.pdf","1144.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_4QFY15_e.pdf","902","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_4QFY16_e.pdf","1318.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","EM_JPX_4QFY17_e.pdf","1600","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2019.pdf","1619.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2020.pdf","1535.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2021.pdf","1487.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2022.pdf","1053.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2023.pdf","1278.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2024.pdf","668.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q1FY2025.pdf","372.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q2FY2023.pdf","1163.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q2FY2024.pdf","1131.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q2FY2025.pdf","168.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q3FY2023.pdf","1174.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q3FY2024.pdf","703.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q3FY2025.pdf","416.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2018.pdf","1618.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2018_C.pdf","1618.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2019.pdf","1519.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2020.pdf","1534.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2023.pdf","830.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2024.pdf","900.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_JPX_Q4FY2025.pdf","295.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q2FY2019.pdf","1686.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q2FY2020.pdf","1069.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q2FY2021.pdf","1614.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q2FY2022.pdf","1439.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q3FY2019.pdf","1640.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q3FY2020.pdf","1006.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q3FY2021.pdf","299.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q3FY2022.pdf","1330.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q4FY2021.pdf","1707.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","E_EM_Q4FY2022.pdf","1651.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Explanatory_Materials","Q3FY2018_English.pdf","1602.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\02_Quarterly\Other","JPX_ER_Q3FY18_e.pdf","180.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_EM_JPX_Q4FY2018_C.pdf","1618.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_EM_Q2FY2020.pdf","1069.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_EM_Q2FY2021.pdf","1614.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_EM_Q2FY2022.pdf","1439.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_EM_Q4FY2021.pdf","1707.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_EM_Q4FY2022.pdf","1102.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_PM_JPX_Q4FY2020.pdf","750.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_PM_Q2FY2019.pdf","1686.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","E_PM_Q4FY2019.pdf","1519.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","JPX_PM_20170501en.pdf","1740.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","JPX_PM_FY2016Q2_e.pdf","931.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","JPX_PM_FY2017_English.pdf","1755","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","PM_JPX_2Q_FY18_e.pdf","1700.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Earnings_Presentations","PM_JPX_2Q_FY2017_e.pdf","1398","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2023_cash_E.pdf","865.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2023_derivative_E.pdf","621.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2023_JPXI_E.pdf","824.1","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2023_transcript_E.pdf","3179.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2024_JPXI_E.pdf","364.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2024_JSCC_E.pdf","472","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2024_OSE_E.pdf","814.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2024_TSE_E.pdf","948.2","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2025_JPXI_E.pdf","784.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2025_JSCC_E.pdf","1204.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2025_OSE_E.pdf","870.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","InvestorDay2025_TSE_E.pdf","1001.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","IR_Day_2019_QA_E.pdf","111.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","IR_Day_2021_QA_E.pdf","86","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","IR_Day_2022_QA_E.pdf","97.3","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","IR_Day_JSCC_E.pdf","584.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","IR_Day_OSE_E.pdf","505.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","IR_Day_TSE_E.pdf","1141","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2018_JSCC_E.pdf","733.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2018_OSE_E.pdf","688.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2018_TSE_E.pdf","800.8","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2019_JSCC_E.pdf","636.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2019_OSE_E.pdf","812.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2019_TSE_E.pdf","947.4","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2021_OSE_E.pdf","646.9","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2021_TSE_E.pdf","881.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2022_JPXI_E.pdf","907.6","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2022_OSE_E.pdf","848.7","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_2022_TSE_E.pdf","938","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_Day_QA_E.pdf","112","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Investor_Day","JPX_IR_DAY_QA_EN.pdf","47.5","2026-05-21"
"C:","C:\Users\werdn\Documents\Investing\Single Stock Investments\8697.T\03_Events\Other","20161101QA.pdf","100.8","2026-05-21"
