date,open,high,low,close,adj_close,volume,symbol,prior_close,overnight_return,intraday_return,close_return,log_return,rv_5d,rv_10d,rv_20d,rv_60d,dollar_volume,volume_z20,range_pct,vol_target_weight_20d,vol_target_weight_change,vol_target_sell_proxy,pre_event_20d_return,forward_5d_return,forward_15d_return,event_volume_z_vs_pre20,post_event_low_return,sector,event_return_rank,forward_15d_rank
2024-08-05,44.209999084472656,44.375,43.63999938964844,44.01499938964844,42.39312744140625,19482800.0,XLB,45.02000045776367,-0.01799203387505366,-0.0044107599833157485,-0.022323435315334872,-0.02257637460062245,0.21134906919181876,0.19731332160250342,0.18533436126605332,0.13792590378902891,857535430.1086426,2.2199932847390684,0.016326090690317,0.5395653526787019,-0.0654170176366139,56097410.35543835,0.024345840187709245,0.0015903600089719472,0.05804840033183489,2.721861611040702,-0.009201381004497411,Materials,8.0,3.0
2024-08-05,81.45999908447266,83.4800033569336,81.1500015258789,82.30999755859375,80.39794158935547,10799500.0,XLC,84.73999786376953,-0.03870661862146718,0.010434550499315076,-0.02867595428881553,-0.029095142665740426,0.2700372797530058,0.2595682666223552,0.19728219432098992,0.1441688120369038,888906818.6340332,2.473143280709283,0.02749589202020592,0.5068881170152336,-0.07070143377270643,62846986.56776127,-0.03441208066258894,0.028064697564155194,0.06548413983139145,3.1562651293257824,-0.014093015030028133,Communication Services,4.0,6.0
2024-08-05,43.25,43.59000015258789,42.73500061035156,43.224998474121094,40.58041000366211,50039200.0,XLE,44.20000076293945,-0.02149322955976063,-0.0005780699625180796,-0.02205887493187275,-0.02230581007621435,0.3111394884258127,0.2609321370980587,0.21464813452466552,0.18121938013281919,2162944343.64624,2.27132683299878,0.019343880712174622,0.4658787285594083,-0.030691217255133463,66383394.76160881,-0.018867890977051105,0.039329110999442696,0.05494505688466167,2.7905341387690994,-0.011335983367654623,Energy,9.0,2.0
2024-08-05,41.13999938964844,41.22999954223633,40.65999984741211,40.84000015258789,39.6202278137207,107913600.0,XLF,42.060001373291016,-0.02187356047560185,-0.0072921546308051255,-0.02900620972109269,-0.029435205892613503,0.2651640761256285,0.2360914650361171,0.20258729724737376,0.1454921486743748,4407191440.466309,3.2077200282542875,0.01355206077539932,0.49361436456646524,-0.0868688327455941,382847576.11968166,0.012518065630790609,0.032810973251256925,0.09133201587414708,5.032044067330886,-0.0044074511386693604,Financials,2.0,10.0
2024-08-05,120.37999725341797,121.83999633789062,119.16999816894531,120.5999984741211,117.3671646118164,20012000.0,XLI,122.7300033569336,-0.01914777185071148,0.0018275562861160832,-0.01735520919540634,-0.017507576320911156,0.23649456152788068,0.23136507124685243,0.2129986750474244,0.15066419265425848,2413447169.4641113,2.2119066702050776,0.021755056595087037,0.4694864884851274,-0.0228879063574422,55238752.81332852,0.012456707812444456,0.025290241213496323,0.07081261213581103,2.70356472718033,-0.0118573824483309,Industrials,11.0,8.0
2024-08-05,95.95500183105469,100.86000061035156,95.375,98.94999694824219,97.76223754882812,31430000.0,XLK,102.36000061035156,-0.0625732585102109,0.031212496066236328,-0.033313830029076064,-0.03388137604722097,0.5234855392618076,0.41312538373105057,0.35955266296524724,0.2597037626155757,3109998404.083252,3.1512714257440595,0.05358539055925787,0.27812337468257203,-0.007335671294333601,22813926.018256824,-0.12092065901613047,0.04754928727805563,0.11748358118778612,4.87765979577463,-0.036129328534614924,Technology,1.0,11.0
2024-08-05,79.12000274658203,79.3499984741211,77.44000244140625,77.69999694824219,73.73810577392578,29057400.0,XLP,79.26000213623047,-0.001766330884117484,-0.01794749430037379,-0.019682123971015986,-0.019878396617038163,0.19171552267440722,0.1419640310089263,0.12110561273052431,0.10775240382903566,2257759891.3238525,2.8150882305814835,0.024097854923495733,0.8257255608995842,-0.17427443910041585,393469838.6838802,0.02429574760329234,0.013513553320436245,0.060746478842814255,3.796533592775329,-0.0033461327805344165,Consumer Staples,10.0,5.0
2024-08-05,41.27000045776367,41.875999450683594,40.584999084472656,40.650001525878906,38.017051696777344,14134700.0,XLRE,41.86000061035156,-0.014094604490808127,-0.015022993094445991,-0.0289058544393197,-0.029331858067820793,0.2684362498152427,0.21770865856073052,0.1884979823527697,0.1564113560827493,574575576.5678406,2.976233120869098,0.030840906530987627,0.5305096571954403,-0.15751837447172923,90506210.83212285,0.09295042935265174,0.022386219268227592,0.06617462547932407,4.338031701142955,-0.002952096976076013,Real Estate,3.0,7.0
2024-08-05,37.30500030517578,37.30500030517578,36.09000015258789,36.130001068115234,34.14522171020508,41099800.0,XLU,37.11000061035156,0.005254640032795521,-0.03149709763968356,-0.026407963517062427,-0.02676291679693721,0.27564915966748027,0.20704939748802229,0.1877939088272425,0.1570643537951113,1484935817.8993225,1.85031176385977,0.032740504785897934,0.5324986344045542,-0.12172480566260324,180753523.85523382,0.08271331752770683,0.020481534511289645,0.05051205947929005,2.16634936711947,-0.0011071385094046926,Utilities,7.0,1.0
2024-08-05,148.5,148.7899932861328,146.19000244140625,146.8300018310547,141.896240234375,17575600.0,XLV,150.86000061035156,-0.01564364709534294,-0.011245778915456639,-0.026713501014133945,-0.0270767910258769,0.2189139567443854,0.16437112316852093,0.16230435289823247,0.11703671759429753,2580625380.181885,2.6070986579061954,0.017234461316501935,0.6161264206062401,-0.1850971800450376,477666480.62432,0.044664474653251185,0.017571353258057476,0.05816245440055967,3.375258967276381,-0.008785728589761788,Health Care,6.0,4.0
2024-08-05,83.52999877929688,86.4749984741211,83.23999786376953,85.58999633789062,84.1837387084961,16391800.0,XLY,88.08000183105469,-0.05165761758821397,0.02466176928885977,-0.028269816546326987,-0.028677102096097862,0.33615005375492424,0.3435144962143463,0.28404250083556903,0.1962963365535395,1402974101.9714355,2.954059621924264,0.03672798073456655,0.35205998998681387,-0.017750198007712714,24903068.10968591,-0.0694136248167716,0.014429263502665046,0.08897074213091072,4.272121007634585,-0.027456461907578666,Consumer Discretionary,5.0,9.0
