date,open,high,low,close,adj_close,volume,symbol,prior_close,overnight_return,intraday_return,close_return,log_return,rv_5d,rv_10d,rv_20d,rv_60d,dollar_volume,volume_z20,range_pct,vol_target_weight_20d,vol_target_weight_change,vol_target_sell_proxy,pre_event_20d_return,forward_5d_return,forward_15d_return,event_volume_z_vs_pre20,post_event_low_return,market
2024-08-05,386.5199890136719,390.29998779296875,384.92999267578125,386.80999755859375,375.0594787597656,8680200.0,DIA,397.1300048828125,-0.02671673189808832,0.0007503067193548318,-0.02598647092219597,-0.026330085212451948,0.20647091265506526,0.19382132734418325,0.17557833715092927,0.12308086536128028,3357588140.8081055,2.7155171752368155,0.01352200803556032,0.5695463439435515,-0.10804259765938484,362762544.6032521,0.008712198550752337,0.017993308081505344,0.06698380038169649,3.7170980421031867,-0.004860279968662673,Dow Jones
2024-08-05,60.77000045776367,63.869998931884766,60.619998931884766,63.43000030517578,59.39576721191406,28253800.0,EWJ,64.6500015258789,-0.06001548300910864,0.04377159498724814,-0.018870861437099373,-0.01905118836298758,0.5160446251646981,0.38674059371387215,0.30159143486928525,0.21203851449988348,1792138542.6223755,3.6544498743117524,0.05027068713523618,0.33157440311042546,-0.00537972600606168,9641214.324211072,-0.07590048067585353,0.036260492522339316,0.11981709660343398,7.362523314478148,-0.04430082547330094,Japan equities (US hours)
2024-08-05,76.63999938964844,77.37999725341797,76.58000183105469,77.22000122070312,69.0695571899414,104456100.0,HYG,77.69999694824219,-0.013642182757096388,0.007567873638749445,-0.0061775514336094295,-0.006196711453227088,0.07292125446002505,0.05810302485749175,0.051441184335308414,0.04481035198200182,8066100169.509888,3.3365252831438177,0.010295951786152285,1.0,0.0,-0.0,0.0034869771665022586,0.010359950915784122,0.026158982273168263,5.6268953478561485,-0.008288000252929972,High-yield credit
2024-08-05,197.89999389648438,204.74000549316406,196.6999969482422,202.1999969482422,197.85818481445312,65683100.0,IWM,208.9199981689453,-0.05274748405631091,0.02172816161887825,-0.032165428295997445,-0.032694103310113576,0.3373060699923504,0.3305722594419552,0.3333839830110569,0.22023909350167772,13281122619.551086,1.1058310560856999,0.038483671335379964,0.29995442221554913,-0.02180197104033854,289554650.7346379,0.040075686998754856,0.01186948165922952,0.09025717247993592,1.2083871891622493,-0.02720079170628209,Russell 2000
2024-08-05,145.58399963378906,145.91799926757812,141.69700622558594,145.58399963378906,145.58399963378906,0.0,JPY=X,149.2010040283203,-0.02424249366207143,0.0,-0.02424249366207143,-0.024541180060478673,0.15861985463544453,0.13595705006595665,0.1473150192612949,0.10752512021670912,0.0,,0.02829064770362395,0.6788174111604227,-0.10369715546769975,0.0,-0.07534177141453258,0.010014890483621475,-0.010880314030206284,,-0.02669931735617037,JPY per USD
2024-08-05,424.7099914550781,442.2900085449219,423.45001220703125,435.3699951171875,430.85150146484375,87483500.0,QQQ,448.75,-0.053571049682277105,0.025099488772533096,-0.029816166869777172,-0.030269706750154945,0.38316901396869074,0.32035995491589603,0.274436835671353,0.19398668008941625,38087690967.83447,2.628795081261342,0.04198327874738858,0.36438257187804496,-0.01827580734512768,696083302.3489025,-0.09555386027124457,0.03677334208875749,0.09180697261864479,3.3962760251910855,-0.027378972009653002,Nasdaq 100
2024-08-05,511.6400146484375,523.5800170898438,510.2699890136719,517.3800048828125,505.4151306152344,146267400.0,SPY,532.9000244140625,-0.03989493111583342,0.011218806328740838,-0.0291236982927795,-0.02955621148646337,0.27312974531597184,0.23136235392772522,0.19302326765749916,0.13131461962166707,75675828126.19629,3.4513061362616937,0.024976594982908096,0.5180722573686826,-0.08014739758356992,6065220684.296157,-0.039196577347840766,0.03071246375676351,0.08390346115977887,6.095679999136421,-0.01374234760145221,S&P 500
2024-08-05,99.69000244140625,99.94000244140625,97.9000015258789,98.80000305175781,90.91648864746094,90686300.0,TLT,98.27999877929688,0.014346801786961239,-0.008927669453830611,0.005291048829057177,0.005277100409746716,0.17838814974289674,0.16550544153808536,0.15303098044449512,0.15277045323000948,8959806716.752625,2.3123492838216793,0.02075703033033695,0.6534624538739746,-0.0007418377077612615,6646722.476739721,0.06179776762723188,-0.022166015928754446,-0.006680198802864634,2.838802538333671,-0.04008103837600774,Long Treasury
2024-08-05,28.31999969482422,28.479999542236328,28.309999465942383,28.40999984741211,26.28553009033203,2084300.0,UUP,28.56999969482422,-0.008750437615345552,0.003177971523931067,-0.005600274732977861,-0.0056160150658208785,0.08635120493861026,0.06890091166855346,0.05941126318389422,0.053838731192943315,59214962.68196106,2.1503517755160564,0.005950300248856592,1.0,0.0,-0.0,-0.010734053841785274,0.005631814441093175,-0.013727539308099002,2.6089780351583394,-0.01654344652864559,US dollar
2024-08-05,90.08000183105469,91.0199966430664,72.37000274658203,87.26000213623047,87.26000213623047,34747600.0,VXX,62.68000030517578,0.43714105603819475,-0.03130550219251926,0.3921506335574316,0.3308497698200634,2.2852030759419897,1.9623470467482127,1.4758634848430094,0.9260281152372319,3032075650.228882,2.676051060287095,0.29754297711680705,0.06775694434274672,-0.03229954523655561,97934664.62522653,0.4980879559413409,-0.37245018357847626,-0.4739857849852015,3.6082273523989095,-0.4954160245084894,Short-term VIX futures ETN
