date,monthly_return,source
2022-05-01,0.181538,yahoo
2022-06-01,-0.651042,yahoo
2022-07-01,0.30597,yahoo
2022-08-01,-0.185714,yahoo
2022-09-01,0.150877,yahoo
2022-10-01,-0.17378,yahoo
2022-11-01,-0.527675,yahoo
2022-12-01,0.382813,yahoo
2023-01-01,0.124294,yahoo
2023-02-01,0.502513,yahoo
2023-03-01,-0.076923,yahoo
2023-04-01,-0.036232,yahoo
2023-05-01,0.146616,yahoo
2023-06-01,0.491803,yahoo
2023-07-01,-0.487912,yahoo
2023-08-01,0.081545,yahoo
2023-09-01,-0.202381,yahoo
2023-10-01,-0.208955,yahoo
2023-11-01,0.345912,yahoo
2023-12-01,-0.009346,yahoo
2024-01-01,-0.216981,yahoo
2024-02-01,3.46988,yahoo
2024-03-01,-0.206199,yahoo
2024-04-01,-0.280136,yahoo
2024-05-01,0.191038,yahoo
2024-06-01,-0.217822,yahoo
2024-07-01,0.288608,yahoo
2024-08-01,-0.039293,yahoo
2024-09-01,-0.047035,yahoo
2024-10-01,0.079399,yahoo
2024-11-01,0.850895,yahoo
2024-12-01,1.131042,yahoo
2025-01-01,-0.286794,yahoo
2025-02-01,-0.235336,yahoo
2025-03-01,-0.249538,yahoo
2025-04-01,0.144089,yahoo
2025-05-01,0.088267,yahoo
2025-06-01,0.061325,yahoo
2025-07-01,-0.037279,yahoo
2025-08-01,0.260407,yahoo
2025-09-01,0.235023,yahoo
2025-10-01,0.095771,yahoo
2025-11-01,-0.316118,yahoo
2025-12-01,-0.172614,yahoo
2026-01-01,-0.151454,yahoo
2026-02-01,0.016549,yahoo
2026-03-01,-0.201163,yahoo
2026-04-01,0.158661,yahoo
2026-05-01,0.130653,yahoo
2026-06-01,-0.281111,yahoo
2026-07-01,-0.05255,yahoo
2026-08-01,-0.004894,yahoo
