date,monthly_return,source
2020-07-01,0.183551,yahoo
2020-08-01,0.144068,yahoo
2020-09-01,0.005926,yahoo
2020-10-01,-0.181885,yahoo
2020-11-01,0.936994,yahoo
2020-12-01,0.494888,yahoo
2021-01-01,-0.093255,yahoo
2021-02-01,0.440864,yahoo
2021-03-01,-0.144659,yahoo
2021-04-01,-0.164395,yahoo
2021-05-01,-0.065246,yahoo
2021-06-01,0.312678,yahoo
2021-07-01,0.020619,yahoo
2021-08-01,-0.107655,yahoo
2021-09-01,-0.039917,yahoo
2021-10-01,0.050264,yahoo
2021-11-01,0.29808,yahoo
2021-12-01,0.033682,yahoo
2022-01-01,-0.120652,yahoo
2022-02-01,0.142213,yahoo
2022-03-01,0.256905,yahoo
2022-04-01,-0.336589,yahoo
2022-05-01,0.03654,yahoo
2022-06-01,-0.186406,yahoo
2022-07-01,0.046446,yahoo
2022-08-01,0.0423,yahoo
2022-09-01,-0.219777,yahoo
2022-10-01,0.100366,yahoo
2022-11-01,0.106857,yahoo
2022-12-01,-0.269774,yahoo
2023-01-01,0.338962,yahoo
2023-02-01,0.076592,yahoo
2023-03-01,-0.194571,yahoo
2023-04-01,-0.231288,yahoo
2023-05-01,-0.043839,yahoo
2023-06-01,0.104247,yahoo
2023-07-01,0.042395,yahoo
2023-08-01,-0.122013,yahoo
2023-09-01,-0.08787,yahoo
2023-10-01,-0.141361,yahoo
2023-11-01,-0.032317,yahoo
2023-12-01,0.250788,yahoo
2024-01-01,-0.203526,yahoo
2024-02-01,-0.037951,yahoo
2024-03-01,-0.059829,yahoo
2024-04-01,0.118881,yahoo
2024-05-01,0.01375,yahoo
2024-06-01,-0.215166,yahoo
2024-07-01,0.062058,yahoo
2024-08-01,-0.045858,yahoo
2024-09-01,0.368217,yahoo
2024-10-01,0.019263,yahoo
2024-11-01,0.171206,yahoo
2024-12-01,-0.259611,yahoo
2025-01-01,0.407692,yahoo
2025-02-01,0.093352,yahoo
2025-03-01,0.01666,yahoo
2025-04-01,0.002048,yahoo
2025-05-01,-0.109158,yahoo
2025-06-01,0.526847,yahoo
2025-07-01,0.848512,yahoo
2025-08-01,0.156748,yahoo
2025-09-01,-0.057211,yahoo
2025-10-01,-0.059341,yahoo
2025-11-01,-0.018069,yahoo
2025-12-01,-0.184504,yahoo
2026-01-01,0.163302,yahoo
2026-02-01,0.001702,yahoo
2026-03-01,-0.180228,yahoo
2026-04-01,0.368421,yahoo
2026-05-01,-0.020291,yahoo
2026-06-01,-0.134312,yahoo
2026-07-01,-0.261382,yahoo
2026-08-01,0.321247,yahoo
