date,monthly_return,source
2018-08-01,-0.143426,yahoo
2018-09-01,0.358656,yahoo
2018-10-01,-0.328642,yahoo
2018-11-01,0.30085,yahoo
2018-12-01,-0.022648,yahoo
2019-01-01,0.301693,yahoo
2019-02-01,0.024991,yahoo
2019-03-01,-0.171677,yahoo
2019-04-01,-0.103629,yahoo
2019-05-01,-0.126406,yahoo
2019-06-01,0.062307,yahoo
2019-07-01,0.079496,yahoo
2019-08-01,0.471486,yahoo
2019-09-01,-0.016784,yahoo
2019-10-01,0.268777,yahoo
2019-11-01,-0.120597,yahoo
2019-12-01,0.052017,yahoo
2020-01-01,-0.068747,yahoo
2020-02-01,0.0159,yahoo
2020-03-01,0.006987,yahoo
2020-04-01,0.316681,yahoo
2020-05-01,0.40957,yahoo
2020-06-01,0.283685,yahoo
2020-07-01,0.069432,yahoo
2020-08-01,-0.031155,yahoo
2020-09-01,-0.166292,yahoo
2020-10-01,0.213486,yahoo
2020-11-01,0.542676,yahoo
2020-12-01,0.279951,yahoo
2021-01-01,-0.067316,yahoo
2021-02-01,0.032889,yahoo
2021-03-01,-0.217808,yahoo
2021-04-01,0.000373,yahoo
2021-05-01,-0.067573,yahoo
2021-06-01,0.017136,yahoo
2021-07-01,-0.278775,yahoo
2021-08-01,0.091802,yahoo
2021-09-01,-0.093481,yahoo
2021-10-01,-0.019301,yahoo
2021-11-01,-0.252137,yahoo
2021-12-01,-0.123308,yahoo
2022-01-01,0.026415,yahoo
2022-02-01,-0.133356,yahoo
2022-03-01,-0.226572,yahoo
2022-04-01,0.074296,yahoo
2022-05-01,0.168485,yahoo
2022-06-01,0.227408,yahoo
2022-07-01,-0.206958,yahoo
2022-08-01,0.454805,yahoo
2022-09-01,-0.1223,yahoo
2022-10-01,-0.123841,yahoo
2022-11-01,0.496261,yahoo
2022-12-01,-0.005973,yahoo
2023-01-01,0.201471,yahoo
2023-02-01,-0.104613,yahoo
2023-03-01,-0.134846,yahoo
2023-04-01,-0.102108,yahoo
2023-05-01,-0.041526,yahoo
2023-06-01,0.058481,yahoo
2023-07-01,0.299103,yahoo
2023-08-01,0.10187,yahoo
2023-09-01,-0.009094,yahoo
2023-10-01,0.034159,yahoo
2023-11-01,0.453757,yahoo
2023-12-01,-0.007664,yahoo
2024-01-01,-0.132869,yahoo
2024-02-01,-0.018365,yahoo
2024-03-01,-0.066565,yahoo
2024-04-01,0.076817,yahoo
2024-05-01,0.196517,yahoo
2024-06-01,-0.112365,yahoo
2024-07-01,-0.030538,yahoo
2024-08-01,-0.254325,yahoo
2024-09-01,0.402664,yahoo
2024-10-01,-0.105482,yahoo
2024-11-01,-0.19927,yahoo
2024-12-01,0.004453,yahoo
2025-01-01,0.15383,yahoo
2025-02-01,0.015906,yahoo
2025-03-01,0.040989,yahoo
2025-04-01,-0.107985,yahoo
2025-05-01,-0.08582,yahoo
2025-06-01,0.084447,yahoo
2025-07-01,0.083986,yahoo
2025-08-01,0.059674,yahoo
2025-09-01,0.099401,yahoo
2025-10-01,0.020428,yahoo
2025-11-01,-0.139319,yahoo
2025-12-01,-0.023174,yahoo
2026-01-01,-0.108828,yahoo
2026-02-01,0.026522,yahoo
2026-03-01,-0.014943,yahoo
2026-04-01,-0.022509,yahoo
2026-05-01,-0.154585,yahoo
2026-06-01,-0.096637,yahoo
2026-07-01,0.123623,yahoo
