date,monthly_return,source
2016-07-01,0.321381,yahoo
2016-08-01,0.078392,yahoo
2016-09-01,0.067102,yahoo
2016-10-01,0.148472,yahoo
2016-11-01,0.031939,yahoo
2016-12-01,0.004422,yahoo
2017-01-01,0.088041,yahoo
2017-02-01,0.089683,yahoo
2017-03-01,-0.001856,yahoo
2017-04-01,0.037198,yahoo
2017-05-01,-0.029289,yahoo
2017-06-01,0.068966,yahoo
2017-07-01,0.001152,yahoo
2017-08-01,-0.180667,yahoo
2017-09-01,0.079354,yahoo
2017-10-01,0.026675,yahoo
2017-11-01,0.034854,yahoo
2017-12-01,-0.040416,yahoo
2018-01-01,0.052329,yahoo
2018-02-01,-0.020012,yahoo
2018-03-01,-0.053837,yahoo
2018-04-01,-0.088293,yahoo
2018-05-01,0.2934,yahoo
2018-06-01,-0.022185,yahoo
2018-07-01,-0.015315,yahoo
2018-08-01,0.077189,yahoo
2018-09-01,-0.149198,yahoo
2018-10-01,-0.264613,yahoo
2018-11-01,0.016239,yahoo
2018-12-01,-0.181665,yahoo
2019-01-01,0.179856,yahoo
2019-02-01,0.055749,yahoo
2019-03-01,-0.032178,yahoo
2019-04-01,0.12873,yahoo
2019-05-01,-0.35574,yahoo
2019-06-01,0.19578,yahoo
2019-07-01,0.02549,yahoo
2019-08-01,0.01912,yahoo
2019-09-01,0.144465,yahoo
2019-10-01,-0.040164,yahoo
2019-11-01,0.145175,yahoo
2019-12-01,0.122297,yahoo
2020-01-01,-0.043854,yahoo
2020-02-01,-0.09729,yahoo
2020-03-01,-0.204003,yahoo
2020-04-01,0.12089,yahoo
2020-05-01,-0.001726,yahoo
2020-06-01,0.025065,yahoo
2020-07-01,0.037943,yahoo
2020-08-01,-0.06905,yahoo
2020-09-01,-0.004363,yahoo
2020-10-01,0.040316,yahoo
2020-11-01,0.100253,yahoo
2020-12-01,0.056662,yahoo
2021-01-01,-0.028261,yahoo
2021-02-01,0.052946,yahoo
2021-03-01,0.026912,yahoo
2021-04-01,0.034483,yahoo
2021-05-01,0.01,yahoo
2021-06-01,-0.056106,yahoo
2021-07-01,-0.021678,yahoo
2021-08-01,0.000715,yahoo
2021-09-01,-0.102143,yahoo
2021-10-01,0.053302,yahoo
2021-11-01,0.040785,yahoo
2021-12-01,0.081277,yahoo
2022-01-01,-0.096644,yahoo
2022-02-01,-0.066122,yahoo
2022-03-01,0.178998,yahoo
2022-04-01,-0.058704,yahoo
2022-05-01,0.024373,yahoo
2022-06-01,-0.125262,yahoo
2022-07-01,0.0824,yahoo
2022-08-01,0.162602,yahoo
2022-09-01,-0.162111,yahoo
2022-10-01,0.161609,yahoo
2022-11-01,0.049641,yahoo
2022-12-01,-0.061605,yahoo
2023-01-01,0.04244,yahoo
2023-02-01,-0.15458,yahoo
2023-03-01,0.015049,yahoo
2023-04-01,-0.124537,yahoo
2023-05-01,0.160034,yahoo
2023-06-01,0.014599,yahoo
2023-07-01,0.033094,yahoo
2023-08-01,0.037604,yahoo
2023-09-01,-0.13557,yahoo
2023-10-01,-0.107919,yahoo
2023-11-01,0.306353,yahoo
2023-12-01,0.053298,yahoo
2024-01-01,-0.120177,yahoo
2024-02-01,0.067577,yahoo
2024-03-01,0.053872,yahoo
2024-04-01,-0.046006,yahoo
2024-05-01,0.245814,yahoo
2024-06-01,0.044624,yahoo
2024-07-01,-0.002573,yahoo
2024-08-01,0.003612,yahoo
2024-09-01,-0.061697,yahoo
2024-10-01,0.229589,yahoo
2024-11-01,0.086453,yahoo
2024-12-01,0.015176,yahoo
2025-01-01,-0.006465,yahoo
2025-02-01,-0.01952,yahoo
2025-03-01,-0.149316,yahoo
2025-04-01,-0.023891,yahoo
2025-05-01,0.491508,yahoo
2025-06-01,0.367046,yahoo
2025-07-01,0.157521,yahoo
2025-08-01,-0.05672,yahoo
2025-09-01,0.292349,yahoo
2025-10-01,0.166667,yahoo
2025-11-01,0.044345,yahoo
2025-12-01,-0.016814,yahoo
2026-01-01,0.423188,yahoo
2026-02-01,0.061507,yahoo
2026-03-01,-0.065426,yahoo
2026-04-01,0.624102,yahoo
2026-05-01,0.097965,yahoo
2026-06-01,0.07656,yahoo
2026-07-01,-0.38274,yahoo
2026-08-01,0.049983,yahoo
