target,signal,pooled_ic,pooled_n,ts_ic_mean,ts_ic_tstat,ts_share_pos,ts_names,xs_ic_mean,xs_ic_tstat,xs_share_pos,xs_dates
fwd_tr60,tr_raw60,-0.007439996870304862,185068,-0.06333452792622253,-6.327050878469282,0.3055555555555556,180,-0.002793096357859615,-0.8715566980059304,0.4823943661971831,1136
fwd_tr60,tr_est60,-0.015063175794373058,185068,-0.06021589794213454,-6.247446165171299,0.3277777777777778,180,-0.015739884730621795,-4.512157294027148,0.4278169014084507,1136
fwd_tr60,vcr60,0.013760724556745598,185068,0.007429514906825025,0.6861237019834664,0.55,180,0.014110964221119654,4.896928652452243,0.5413732394366197,1136
fwd_tr60,eff_z,-0.007516799572735958,185068,-0.03179798481994081,-3.2930856973479137,0.37777777777777777,180,-0.008217991609810805,-2.392979983026751,0.4709507042253521,1136
fwd_tr60,cons_z,-0.02514339098069917,185068,-0.03619949776497309,-3.983570481682447,0.37222222222222223,180,-0.03053487186409114,-9.877771363835416,0.35563380281690143,1136
fwd_tr60,r2_z,-0.004300538859551107,185068,-0.014651923910439704,-1.600793702253196,0.4388888888888889,180,-0.009110161112471529,-2.5937922237249866,0.4551056338028169,1136
fwd_tr60,persistence_z,-0.014518237188377041,185068,-0.01725068886386144,-2.3169367484895753,0.3888888888888889,180,-0.018373766842327974,-6.392073615831649,0.4225352112676056,1136
fwd_tr20,tr_raw60,-0.016158620357188236,192268,-0.05098409355508678,-7.811415242389961,0.25555555555555554,180,-0.00872707166926326,-2.804541983528502,0.47619047619047616,1176
fwd_tr20,tr_est60,-0.02385797251338318,192268,-0.05300204548937412,-7.332110980330624,0.28888888888888886,180,-0.017357843656870642,-5.249714405718829,0.42431972789115646,1176
fwd_tr20,vcr60,0.013066835933882819,192268,0.010462335431977214,1.450646078661467,0.5388888888888889,180,0.016141907530811087,5.947423262476183,0.5756802721088435,1176
fwd_tr20,eff_z,-0.014263702718310518,192268,-0.03035962813031809,-4.318787430830965,0.35,180,-0.006234780650797164,-1.7975901839301505,0.48299319727891155,1176
fwd_tr20,cons_z,-0.02111184246267319,192268,-0.035783216432234026,-4.712324303746946,0.37777777777777777,180,-0.021148429752059005,-7.263631354250855,0.42517006802721086,1176
fwd_tr20,r2_z,-0.01179391928850119,192268,-0.018937474254691274,-2.2475989924776365,0.43333333333333335,180,-0.00954557205069796,-2.7579758358257207,0.4642857142857143,1176
fwd_tr20,persistence_z,-0.017642332461301594,192268,-0.01991466008917153,-4.632898738161808,0.35,180,-0.015248914375833129,-5.085295910569339,0.4302721088435374,1176
fwd_rv60,tr_raw60,0.03720533340708415,185068,0.06279303123302095,5.117927156061761,0.6555555555555556,180,0.04432997118965868,11.046904464554071,0.5959507042253521,1136
fwd_rv60,tr_est60,0.05265817858601034,185068,0.09045870503543849,6.443271759725202,0.7111111111111111,180,0.05587771286299647,11.924640538730166,0.6161971830985915,1136
fwd_rv60,vcr60,-0.04046038411819204,185068,-0.06876005497021603,-3.7519853901839113,0.36666666666666664,180,-0.03135005603118324,-8.269607773870774,0.4251760563380282,1136
fwd_rv60,eff_z,0.038998863957770774,185068,0.08220530983808791,5.545937073131564,0.6666666666666666,180,0.04050957044876704,8.11147962613127,0.5360915492957746,1136
fwd_rv60,cons_z,0.04711898669054481,185068,0.03665216737797401,2.413102470862944,0.5777777777777777,180,0.0487876985958526,9.778505120201004,0.5492957746478874,1136
fwd_rv60,r2_z,0.015435639086414083,185068,0.04268726019559227,3.0708105540690895,0.6166666666666667,180,0.017549115215622874,3.6033424598186903,0.5158450704225352,1136
fwd_rv60,persistence_z,0.012163538605017793,185068,0.03801066866053079,3.266393729103332,0.6277777777777778,180,0.01112130032246641,2.6854414803711433,0.5140845070422535,1136
